,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
Sadang 1-dong,467,612,444,53,307,848,101,48,157,186,201,232,125,116,271,307,115,259,244,76,188,114,1027,943,47,100,50,160,66,446,97,382,288,126,911,195,68,46,345,165
Sanggye 10-dong,235,303,237,24,27,416,47,35,177,97,124,125,99,71,129,144,42,158,152,45,77,71,533,489,65,37,44,123,61,303,71,191,161,69,478,110,55,16,205,99
Seongnae 2-dong,396,622,502,194,42,943,93,63,180,232,193,214,121,113,229,383,118,260,265,125,230,118,1065,919,79,92,64,178,91,450,112,385,359,136,1081,194,98,49,350,186
Garibong-dong,160,209,169,18,34,292,49,21,50,63,85,98,48,53,71,95,37,102,83,28,87,48,343,359,32,0,16,94,31,173,57,123,106,42,332,81,37,10,127,64
Hangangro-dong,1168,1611,1285,123,196,2304,280,201,918,500,679,562,867,361,734,779,281,769,728,259,498,380,2747,2470,244,207,159,1126,243,1377,306,893,789,324,2682,553,242,106,964,518
Yeomni-dong,228,339,285,27,40,519,56,30,130,119,112,115,111,48,135,242,74,158,153,72,144,59,650,533,46,22,41,134,49,277,61,208,137,62,597,113,107,32,213,99
Jowon-dong,97,131,106,14,9,189,21,11,37,39,46,60,31,23,35,85,18,69,64,27,52,26,262,221,10,11,20,33,12,116,32,81,80,31,235,32,98,6,82,42
Seocho 1-dong,468,645,484,43,67,900,101,64,241,212,224,213,331,108,254,349,133,288,253,100,225,139,1153,976,78,14,54,274,93,563,129,326,312,132,1503,227,110,38,353,188
Sajik-dong,850,1177,907,88,118,1644,187,229,441,328,405,396,438,268,505,593,202,681,455,161,352,266,1866,1727,209,110,138,413,200,1013,255,656,525,187,1700,385,153,61,766,379
Guro 1-dong,263,351,334,26,36,528,50,22,137,98,114,105,141,46,134,238,66,161,165,75,135,62,669,538,20,24,37,119,37,298,63,213,182,66,872,116,94,44,210,100
Siheung 5-dong,393,436,363,44,24,797,52,46,122,138,148,180,81,95,129,239,68,159,192,211,146,230,829,796,95,51,186,122,81,341,72,258,217,83,802,160,177,330,252,129
Banghak 1-dong,340,521,386,34,29,694,70,38,171,150,207,156,85,108,194,249,85,214,195,97,138,89,805,765,62,83,46,160,80,360,78,290,233,100,712,141,67,32,236,187
Guro 5-dong,502,726,568,70,76,955,124,92,277,175,279,246,211,127,300,442,124,335,285,96,224,144,1332,1092,66,92,103,256,108,606,163,385,378,133,1335,239,133,53,390,227
Doksan 4-dong,210,312,245,19,23,434,30,32,97,91,103,116,68,85,100,131,72,118,125,51,93,67,509,472,61,45,40,91,62,294,72,185,154,70,409,91,46,13,168,81
Changsin 3-dong,18,31,20,1,4,47,8,2,7,9,16,7,5,6,9,21,9,13,9,7,13,10,42,50,2,9,3,7,2,27,9,21,12,7,100,9,17,3,24,7
Hwagok 4-dong,141,192,152,19,15,258,40,14,50,73,66,51,30,27,109,101,40,79,105,35,84,49,318,307,30,11,32,44,29,163,36,152,112,32,319,76,34,4,109,68
Yangpyeong 1-dong,247,365,305,38,45,484,57,32,120,86,116,107,109,76,169,171,60,196,137,54,117,56,606,561,53,11,43,107,79,325,62,212,190,86,538,111,39,25,232,129
Yangjae 2-dong,546,832,661,54,77,1157,155,94,306,218,276,262,540,170,336,351,148,411,313,125,262,176,1409,1249,103,106,89,329,100,667,168,458,427,142,1487,256,125,51,489,252
Oksu-dong,204,292,204,29,12,361,29,49,94,76,88,186,65,52,96,119,52,152,156,51,117,45,453,436,24,51,41,106,35,226,55,220,118,58,350,75,33,25,186,88
Hoegi-dong,278,402,276,37,29,592,69,42,138,152,159,138,114,81,160,242,79,166,194,63,135,65,689,606,46,47,51,147,52,339,78,263,237,60,779,122,106,28,258,121
Myeonmok 3.8-dong,317,429,336,36,32,632,57,42,124,158,169,165,99,109,146,234,70,181,180,63,130,98,775,706,129,71,50,93,157,445,67,228,225,72,691,135,99,29,239,134
Sinsu-dong,239,319,244,32,31,504,42,36,102,112,165,131,78,57,95,200,78,125,147,70,117,66,584,542,43,22,39,77,48,283,55,209,152,46,497,121,73,29,233,113
Pyeongchang-dong,311,433,348,30,59,589,77,38,149,105,141,196,175,97,178,209,81,226,193,68,148,80,758,668,62,39,43,169,69,344,79,285,195,116,610,134,50,42,256,148
Muk 2-dong,184,332,273,26,10,432,96,27,77,62,78,120,60,72,137,204,49,122,104,64,68,64,619,549,62,31,30,80,83,334,41,178,137,64,360,121,64,18,154,100
Guui 1-dong,151,195,183,15,36,318,36,19,77,53,77,89,78,56,95,130,50,106,109,40,87,41,445,338,41,6,25,81,41,171,43,157,104,63,346,63,42,11,125,90
Bangbae 3-dong,93,183,150,18,27,260,25,18,191,56,50,36,127,35,66,91,24,75,93,32,79,42,263,222,7,25,21,65,13,100,32,105,90,12,245,62,30,21,112,53
Bulgwang 1-dong,485,734,488,56,57,890,110,77,205,206,206,264,123,317,268,341,101,298,307,114,220,171,1248,1284,232,33,87,204,337,674,137,370,342,119,1064,259,210,55,330,213
Myeonmok 4-dong,212,320,243,25,14,432,64,25,79,67,73,116,50,51,107,186,56,133,113,51,116,47,703,516,30,22,34,84,26,277,43,204,174,64,670,135,60,14,159,99
Songjung-dong,685,777,611,47,68,913,106,45,213,186,209,360,166,316,226,296,101,298,296,136,201,161,1443,1455,180,49,88,273,252,727,149,464,281,144,916,215,113,37,346,215
Neung-dong,132,187,149,27,25,277,29,30,77,56,85,62,71,45,75,103,42,106,110,56,66,55,284,286,12,6,27,54,33,198,62,110,90,33,279,68,41,18,121,63
Cheonho 2-dong,602,897,748,86,98,1322,186,99,605,259,349,297,654,192,340,605,140,519,348,176,319,217,1626,1436,162,89,86,302,187,794,190,477,392,160,1422,350,157,93,507,323
Haengdang 1-dong,282,396,335,30,33,673,64,32,126,159,134,171,123,78,143,240,88,183,217,59,109,79,861,696,44,26,67,103,41,355,82,273,212,66,807,199,111,30,197,155
Sinjeong 4-dong,303,445,346,44,34,661,81,39,151,153,164,157,128,97,160,261,75,189,194,79,161,91,863,727,61,36,30,140,55,369,101,259,240,75,874,157,123,17,303,138
Nanhyang-dong,27,56,36,9,1,106,4,3,21,29,24,15,7,14,22,39,12,28,32,12,22,15,109,73,7,16,5,25,5,53,9,36,26,15,120,22,11,4,37,17
Gunja-dong,297,405,314,30,37,511,68,41,113,113,151,159,149,86,164,158,72,174,186,73,152,77,613,692,51,18,39,106,72,320,70,225,155,76,476,131,44,18,208,126
Mok 2-dong,268,397,352,43,28,526,83,28,102,124,116,125,93,60,127,326,71,195,170,84,128,60,982,632,49,63,53,120,35,310,59,248,215,103,1295,135,196,19,222,127
Gireum 1-dong,233,367,291,15,21,523,55,39,115,104,141,112,90,77,138,180,64,138,149,70,98,85,605,562,44,44,29,105,47,308,77,254,179,61,576,117,55,18,188,107
Dogok 2-dong,428,513,423,45,130,749,92,59,223,156,229,213,189,178,227,264,112,276,260,120,162,158,884,981,88,59,79,193,125,500,131,316,267,75,755,166,93,43,297,179
Wolgye 3-dong,196,356,271,37,22,467,60,47,126,110,114,125,108,71,110,283,61,154,177,106,103,90,694,463,51,22,79,155,51,311,58,197,180,73,716,130,204,23,214,96
Buam-dong,209,325,225,26,47,474,51,36,141,104,116,114,106,67,162,167,60,194,103,56,105,59,561,479,40,14,51,95,43,280,79,166,169,48,480,95,54,19,204,121
Bukgajwa 2-dong,299,555,462,652,24,812,84,42,149,219,176,197,123,70,286,876,79,228,292,100,230,66,1153,728,50,60,56,135,78,440,94,312,295,133,990,161,80,33,343,180
Sinnae 2-dong,89,149,122,17,8,204,21,16,46,46,44,39,20,28,50,85,29,55,58,31,47,26,219,226,21,21,14,42,17,126,27,93,68,20,257,67,34,12,92,56
Yongsin-dong,366,578,393,49,36,792,91,69,170,198,183,185,176,118,253,347,87,224,222,112,197,139,985,889,187,66,40,181,157,472,130,333,317,93,893,217,103,23,316,170
Sindang 4-dong,127,141,154,18,7,216,27,10,37,54,60,57,13,26,59,103,17,57,99,27,64,29,269,268,14,18,26,50,30,135,19,115,82,33,263,43,48,12,112,51
Wonhyoro 2-dong,172,334,341,32,33,535,55,33,105,89,231,108,67,42,120,197,60,157,179,45,174,45,607,481,26,44,39,88,24,217,60,183,177,64,467,120,59,18,280,116
Daechi 2-dong,760,1076,880,86,69,1563,188,126,333,330,407,392,290,278,417,551,179,522,451,207,304,258,2034,1731,147,67,105,356,156,966,188,655,561,195,1723,333,148,94,586,366
Mok 5-dong,490,751,638,59,63,1125,163,82,331,238,309,273,236,166,331,353,124,377,272,148,258,174,1508,1215,135,52,89,222,130,654,137,456,348,160,1244,255,116,50,469,238
Imun 2-dong,221,289,218,29,25,414,48,29,100,75,94,72,77,61,124,122,52,105,108,58,110,65,547,529,46,41,20,71,44,292,51,181,126,56,369,126,49,21,167,106
Balsan 1-dong,322,511,349,44,107,654,100,39,189,145,204,169,122,104,205,312,91,226,230,99,161,98,877,743,55,52,42,165,89,420,91,328,201,88,794,140,136,30,281,139
Wolgye 2-dong,166,269,206,14,21,356,46,19,60,94,90,72,44,70,75,155,34,100,91,61,72,56,455,406,56,32,25,53,51,210,37,129,145,33,394,79,45,15,147,96
Gwangjang-dong,549,801,623,79,97,1182,131,58,308,264,294,317,262,128,323,487,155,398,354,132,218,190,1431,1220,90,47,122,293,102,681,160,518,419,192,1682,275,191,67,496,241
Noryangjin 1-dong,868,1289,1089,120,117,1864,207,103,371,377,444,427,345,249,497,669,217,583,562,239,404,236,2294,1973,172,149,160,458,195,1058,252,753,659,217,2197,361,356,84,657,459
Dunchon 1-dong,130,151,140,10,5,253,20,17,74,69,50,66,124,43,70,107,36,62,78,44,58,111,310,231,16,22,25,53,14,122,52,117,115,33,312,63,48,7,98,38
Siheung 2-dong,86,105,75,21,3,154,24,8,21,43,28,39,24,27,34,48,19,38,41,20,24,20,219,200,12,16,19,16,22,82,19,56,56,15,140,34,22,5,73,34
Pungnap 2-dong,298,409,348,37,36,604,88,48,130,128,157,127,137,82,141,184,70,176,193,109,129,126,685,707,70,37,35,142,86,377,55,222,197,80,554,127,82,94,228,128
Hongeun 2-dong,659,976,785,245,66,1343,159,102,294,296,344,318,232,148,336,544,164,392,392,156,326,167,1756,1434,87,111,113,258,108,759,163,565,436,173,1593,369,228,62,550,285
Myeonmok 7-dong,224,297,224,25,29,447,49,34,95,83,112,114,64,65,132,155,50,141,118,54,91,59,555,524,39,75,34,83,43,300,55,205,127,74,432,101,41,10,150,106
Changsin 1-dong,152,204,129,13,22,253,35,31,61,53,63,68,40,49,84,100,29,83,96,28,55,35,306,312,44,30,30,60,33,158,43,126,83,46,250,53,28,3,112,54
Myeongil 1-dong,192,309,234,30,26,483,46,28,106,126,93,101,61,54,142,226,60,130,158,66,95,62,611,478,49,44,32,78,37,239,47,178,169,62,658,86,98,68,200,117
Irwon 1-dong,145,233,161,20,18,226,34,27,43,33,61,82,81,44,79,90,47,71,78,37,66,50,322,303,39,28,14,66,31,155,43,113,93,50,250,66,36,17,117,79
Seocho 3-dong,1467,1936,1534,118,191,2744,320,174,1389,693,807,735,849,447,758,932,370,915,787,297,546,412,3120,3197,401,147,218,698,392,1693,357,1128,941,324,2867,631,264,104,1132,603
Sinwol 7-dong,86,103,115,8,2,168,20,13,28,28,32,64,16,26,25,56,15,30,85,22,30,29,177,185,29,0,23,17,14,79,28,90,55,38,99,35,28,11,63,45
Hoehyeon-dong,1170,1614,1382,134,194,2264,275,194,652,482,539,620,1035,357,674,734,279,785,787,238,629,372,2711,2499,235,203,205,3786,264,1427,388,966,758,292,2430,529,240,96,1046,539
Sadang 3-dong,333,382,314,32,48,516,55,30,123,129,147,149,80,86,136,193,93,191,154,80,111,79,665,653,53,23,38,87,75,301,61,250,192,66,533,102,64,24,174,128
Samseong-dong,161,236,203,24,8,352,42,16,59,54,90,91,39,52,76,177,50,92,129,56,68,54,438,411,43,11,47,68,58,230,60,139,109,49,443,77,54,15,160,95
Jayang 4-dong,222,290,257,29,30,396,55,33,95,84,118,97,76,72,180,155,60,104,144,46,88,64,477,448,46,14,52,85,37,248,78,218,149,61,483,93,48,14,196,100
Mia-dong,205,237,201,25,21,332,48,29,71,71,84,85,52,40,122,113,40,112,131,40,99,44,436,382,25,36,49,59,30,198,48,198,141,32,424,70,59,8,171,84
Geumho 4-ga-dong,201,250,182,16,12,307,28,29,68,75,82,106,41,77,96,119,45,92,118,43,70,67,429,383,49,35,27,71,63,208,35,162,95,29,331,71,54,17,137,59
Hongje 1-dong,85,120,72,15,7,162,25,7,40,30,31,52,23,24,39,38,29,56,37,13,23,30,243,229,15,0,11,39,17,103,28,59,71,28,138,27,10,5,65,35
Huam-dong,368,406,272,39,20,581,61,39,87,165,132,144,45,78,144,132,73,165,136,46,134,80,787,811,51,55,30,106,44,331,62,248,208,62,393,120,57,23,187,117
Yeonnam-dong,290,414,303,20,50,521,52,43,140,123,134,179,112,94,209,224,80,212,178,68,110,80,642,653,76,43,42,127,81,370,61,230,169,52,614,140,57,25,240,111
Suyu 1-dong,163,191,162,25,10,249,24,16,46,80,63,86,42,49,68,113,25,95,93,43,60,41,318,315,47,27,22,47,38,166,34,140,103,32,308,48,49,10,124,60
Banghwa 1-dong,142,227,186,30,11,330,41,24,52,77,82,60,45,28,100,140,43,88,187,51,60,48,407,315,33,42,35,78,40,186,44,124,114,39,360,79,41,17,126,69
Banpobon-dong,397,590,455,44,78,764,97,44,206,178,183,189,239,110,234,286,91,252,229,102,170,122,1028,885,55,70,72,198,101,525,126,384,297,89,842,174,85,33,325,170
Gaebong 1-dong,537,643,493,56,69,918,109,40,193,166,221,365,139,144,193,304,113,268,241,106,214,124,1086,1072,90,80,71,178,113,581,102,448,317,104,901,183,123,39,319,197
Cheongunhyoja-dong,1081,1482,1209,107,163,2177,290,253,654,466,570,515,547,345,661,705,305,817,672,262,456,346,2486,2389,295,167,175,536,286,1359,339,930,693,283,2170,572,200,100,1004,489
Myeonmokbon-dong,373,609,464,65,41,844,62,61,161,227,197,206,138,119,217,350,118,240,236,94,195,132,1166,923,92,72,77,189,72,494,120,382,306,92,1101,209,242,41,308,170
Myeonmok 5-dong,90,76,62,7,4,135,11,2,17,30,24,33,14,57,20,37,17,34,25,23,24,27,177,152,45,5,6,19,46,85,14,28,30,14,88,36,18,1,35,23
Yeomchang-dong,743,999,768,166,80,1415,174,84,281,312,320,375,259,279,356,496,188,444,492,162,346,174,1847,1654,159,128,115,274,253,909,204,624,445,193,1525,323,330,63,603,330
Dongseon-dong,942,1043,875,119,77,1574,174,221,336,334,357,440,377,224,439,590,201,521,516,191,307,207,1846,1808,129,152,147,352,193,943,210,931,510,185,1500,415,139,57,708,319
Sillim-dong,397,574,432,46,72,791,96,42,257,190,196,189,196,100,229,316,94,242,252,101,193,112,1105,863,78,59,76,216,80,465,100,348,312,117,980,196,90,42,348,176
Chengnyong-dong,155,166,142,11,9,254,29,21,41,58,59,73,30,36,57,76,52,90,69,25,61,30,328,299,14,20,24,47,34,152,34,122,95,33,273,76,73,18,105,49
Gayang 1-dong,429,660,527,57,63,923,89,52,199,204,225,221,139,133,232,394,105,262,271,124,209,109,1114,994,77,35,81,193,91,524,122,385,297,158,926,216,111,43,365,194
Hwigyeong 2-dong,203,270,167,19,22,390,45,19,79,94,104,112,48,45,93,101,62,130,108,39,78,38,486,398,22,32,26,54,39,218,40,184,132,46,326,93,81,21,123,94
Nonhyeon 2-dong,1108,1346,1127,121,144,1976,250,130,463,386,523,458,372,280,595,730,236,604,588,224,501,251,2474,2267,158,180,154,413,200,1184,287,982,681,209,1941,468,170,89,811,479
Yongmun-dong,100,176,130,18,11,245,39,12,57,46,49,50,45,34,50,85,27,76,70,29,45,23,264,280,21,8,28,49,32,114,39,86,66,27,270,54,14,15,85,52
Seongsu 2-ga1-dong,221,376,295,52,54,565,41,33,213,79,109,135,123,61,141,239,49,164,191,81,167,61,829,563,34,53,35,138,41,317,84,239,201,107,723,123,87,20,193,134
Gongneung 1.3-dong,553,789,566,68,50,1028,131,101,212,241,249,225,200,226,252,431,134,346,581,135,228,158,1426,1220,114,33,170,283,184,669,155,448,339,270,1467,266,150,53,463,220
Cheonyeon-dong,107,139,123,14,85,177,19,11,44,33,48,41,31,31,36,59,29,57,60,25,55,23,265,227,17,31,9,41,32,120,27,93,81,32,200,29,14,6,66,35
Beon 2-dong,543,750,601,79,44,967,120,66,200,183,229,244,127,216,266,345,99,283,265,122,314,157,1388,1135,144,47,55,189,156,594,125,420,355,113,924,233,95,31,406,220
Doksan 3-dong,810,1387,1054,120,100,1768,209,188,432,369,399,518,368,333,504,729,196,604,494,313,355,459,2277,2416,483,140,126,417,504,1302,231,768,603,216,2434,453,763,95,719,423
Samseong 2-dong,1081,1542,1206,132,155,2505,283,198,584,435,526,482,584,298,804,767,301,778,610,282,497,350,2526,2560,224,187,186,558,216,1261,316,855,754,256,2154,489,238,123,957,497
Junghwa 1-dong,192,280,215,27,33,394,42,29,95,77,85,108,82,69,110,148,31,114,137,47,87,60,475,438,54,15,26,87,66,260,46,184,155,61,567,101,81,24,159,91
Seogang-dong,364,533,366,47,51,715,76,38,184,161,179,157,129,98,265,265,102,297,192,100,154,109,831,794,46,38,102,152,64,342,92,317,249,100,837,189,60,32,345,149
Gahoe-dong,227,321,278,30,47,430,48,57,247,87,163,126,157,53,187,195,62,160,133,59,91,68,567,473,39,28,39,100,60,254,69,216,158,54,468,110,37,45,198,123
Bangbaebon-dong,315,353,303,33,31,548,76,32,113,101,134,112,79,95,187,206,63,152,195,70,101,69,700,610,34,63,41,117,52,334,53,271,170,60,704,128,72,19,251,129
Mangubon-dong,265,350,354,39,32,576,75,38,127,123,134,159,91,71,155,247,63,182,214,80,122,72,807,552,47,58,53,116,71,348,77,249,218,89,697,153,112,31,206,115
Banpo 3-dong,822,1216,962,97,358,1757,190,106,765,389,443,626,713,180,447,555,204,565,939,174,334,228,1954,1868,116,91,289,680,149,989,219,704,544,214,1760,369,232,89,750,373
Songpa 2-dong,215,214,189,29,44,319,30,19,68,68,62,91,36,33,70,127,44,107,125,49,67,48,418,415,23,0,25,60,23,171,45,174,109,52,332,96,36,13,126,62
Siheung 3-dong,121,207,169,30,17,238,30,17,45,55,54,45,87,35,63,98,19,81,95,39,70,40,362,269,24,0,25,85,17,151,35,126,118,27,409,53,47,7,111,48
Gannam-gu Sinsa-dong,1734,2744,2172,205,323,3744,483,282,1448,801,914,911,1241,482,1478,1481,536,1371,1038,412,852,524,4473,3841,264,319,322,931,398,2232,571,1547,1200,458,4301,863,480,180,1689,893
Seongbuk-dong,685,988,818,82,75,1441,154,85,337,336,401,388,249,204,421,514,155,446,431,187,322,201,1742,1527,143,88,89,330,162,805,208,657,493,171,1579,319,214,60,610,313
Amsa 3-dong,280,480,357,41,48,612,84,56,197,156,165,174,133,91,163,355,102,187,230,89,147,102,867,701,67,49,66,182,73,407,70,300,199,77,1065,158,188,40,287,133
Samjeon-dong,159,249,203,20,9,371,47,16,72,80,81,108,51,53,95,127,34,88,105,46,77,55,430,424,47,28,28,79,49,207,35,157,160,40,392,96,65,15,133,92
Chang 1-dong,309,492,341,34,21,559,78,37,77,91,121,141,64,201,151,209,59,184,167,94,94,110,879,811,148,17,52,111,162,423,80,231,200,71,524,170,65,22,184,176
Jeollo 1-dong,110,218,161,26,13,264,34,13,68,65,84,51,69,40,96,119,28,78,81,35,73,21,377,320,35,31,16,58,33,150,24,109,117,37,360,55,23,12,137,61
Wonhyoro 1-dong,261,266,190,15,17,341,46,33,86,53,64,266,59,67,100,113,62,139,139,49,80,54,467,499,41,3,42,92,37,255,55,186,134,70,335,92,32,24,146,86
Sinjeong 6-dong,179,322,221,30,18,405,39,29,88,82,78,113,67,61,88,172,50,138,152,43,91,57,469,412,33,6,37,111,48,218,52,158,109,59,525,100,95,13,140,92
Cheongdam-dong,1386,2100,1715,180,287,2840,371,232,1023,626,709,722,989,346,1007,1212,378,1152,896,373,602,439,3354,3017,297,184,286,692,279,1686,419,1198,1009,385,3283,688,386,158,1412,683
Wolgok 1-dong,154,231,203,30,52,340,38,15,83,90,87,99,53,44,92,115,48,108,102,48,82,37,434,373,21,32,31,70,51,182,53,149,132,47,439,67,39,15,139,87
Garakbon-dong,1332,790,626,56,98,1089,129,144,218,206,273,472,152,224,265,252,161,357,360,121,215,181,1218,1595,141,63,57,315,174,824,161,711,328,115,844,180,82,212,395,292
Naegok-dong,168,255,183,17,26,347,40,26,76,79,95,96,86,48,111,111,45,147,111,46,70,73,408,418,35,37,26,106,33,245,66,126,97,45,418,79,35,20,155,90
Dunchon 2-dong,167,192,152,8,15,272,27,29,54,62,81,81,122,42,50,115,44,83,95,32,51,86,356,335,42,37,20,50,42,185,36,130,91,45,322,89,33,14,98,74
Chunghyeon-dong,563,758,594,74,77,1001,144,75,242,214,267,285,217,197,299,507,129,341,339,143,197,164,1327,1221,98,67,98,273,136,641,131,504,382,154,1310,252,132,40,461,275
Namgajwa 1-dong,87,114,87,6,18,185,15,5,45,29,40,38,22,25,40,63,20,45,45,22,47,15,216,213,27,7,20,39,13,106,25,88,49,24,165,44,26,4,70,41
Sinwol 3-dong,209,253,231,32,18,400,41,19,77,92,77,80,39,67,96,147,58,112,98,37,109,45,437,391,25,23,30,71,38,176,60,141,136,44,399,86,48,13,157,97
Yongsan 2-ga-dong,737,1110,884,103,88,1397,151,131,441,342,318,345,435,164,518,591,214,502,428,206,347,222,2045,1615,124,149,132,322,158,922,203,622,538,191,1803,360,294,66,623,321
Jamsil 3-dong,699,1215,944,104,91,1770,217,124,885,396,390,401,388,191,456,793,206,519,562,321,334,250,2173,1742,119,67,131,359,134,985,200,639,568,247,1852,472,206,210,689,350
Amsa 2-dong,104,133,106,26,13,238,24,15,50,46,58,75,41,22,59,73,35,78,66,27,46,27,247,259,22,22,13,53,26,117,23,99,91,33,208,40,38,11,91,55
Majang-dong,337,538,453,49,73,718,90,65,506,150,235,180,368,101,206,328,86,236,207,86,153,93,875,772,67,18,65,224,63,433,118,315,303,106,924,184,205,30,331,159
Dogok 1-dong,532,818,657,63,363,1084,207,81,328,198,288,250,269,158,397,389,111,371,303,136,245,190,1332,1242,100,60,74,384,78,703,144,407,314,114,1208,241,105,47,459,245
Sindang 2-dong,208,341,270,23,42,454,40,37,91,102,117,111,95,67,149,186,56,137,157,61,89,85,546,509,48,97,41,118,57,288,60,180,170,42,448,103,92,16,216,122
Gyonam-dong,127,162,132,25,14,246,30,30,59,48,59,67,49,32,86,72,28,78,84,28,68,42,250,250,22,1,20,53,23,136,47,94,89,29,271,48,49,9,117,65
Chang 4-dong,299,330,270,46,29,433,59,33,83,100,112,162,43,90,95,174,68,140,154,63,102,60,634,562,47,25,29,107,64,293,55,234,171,62,523,107,59,24,193,126
Sinwon-dong,42,60,44,7,3,84,4,3,16,21,23,22,15,1,22,29,7,38,25,6,27,6,95,87,3,0,5,19,12,46,17,39,29,4,71,18,12,3,36,17
Deungchon 1-dong,174,216,157,21,29,306,42,24,68,87,94,72,46,28,69,93,45,80,90,47,81,50,352,344,13,21,28,60,24,179,16,161,98,38,316,73,51,19,143,70
Ssangmun 3-dong,108,189,143,11,10,244,39,11,59,85,59,57,27,22,66,98,33,59,78,28,52,29,361,281,35,10,17,49,27,126,23,134,88,36,327,63,48,10,81,65
Singil 5-dong,99,127,115,6,11,188,33,12,31,60,48,58,30,45,41,56,33,48,65,21,33,28,184,198,23,2,18,41,18,111,27,92,66,17,174,53,24,5,73,35
Wangsimridoseon-dong,197,339,254,30,15,498,55,27,92,176,101,128,92,48,125,192,62,126,168,53,93,76,585,451,43,17,21,100,25,270,56,222,238,77,449,110,73,14,177,120
Jeollo 2-dong,305,337,260,33,16,500,66,33,72,114,144,222,65,93,134,183,79,165,136,68,85,95,637,655,50,20,32,73,67,340,57,211,173,72,570,133,85,18,190,110
Sindang 3-dong,77,107,76,10,4,151,9,16,31,40,26,36,14,28,42,42,19,49,50,16,27,30,186,164,12,19,15,21,21,78,15,69,57,13,147,36,11,2,69,29
Seokchon-dong,166,178,166,34,14,275,32,16,44,70,80,74,42,48,70,107,36,85,111,37,81,31,361,292,26,7,29,49,35,156,29,114,90,44,296,61,42,19,93,66
Hwagok 6-dong,123,165,138,17,105,255,36,25,61,66,59,69,43,44,94,105,45,82,73,32,69,33,315,287,31,14,16,56,33,158,40,121,78,34,251,56,42,9,108,70
Sangil-dong,134,198,141,17,21,276,32,15,70,71,68,64,51,50,65,145,31,111,89,37,59,35,365,338,47,34,23,54,25,171,29,119,106,32,333,74,33,27,116,47
Eungam 2-dong,141,214,183,18,16,269,29,22,58,56,65,80,28,38,63,95,26,81,76,37,65,34,369,255,21,8,19,74,28,152,29,127,102,35,353,61,36,16,94,46
Gonghang-dong,693,973,928,105,142,1342,150,120,1619,260,401,324,916,214,419,583,173,555,424,160,365,246,1637,1471,115,128,101,587,132,763,255,614,437,131,1440,289,151,109,617,327
Euljiro-dong,415,597,463,43,63,801,106,81,237,200,199,182,231,143,260,389,109,289,247,123,213,123,967,920,104,26,62,218,107,524,104,380,293,114,1191,208,101,52,346,182
Singil 4-dong,80,128,103,12,13,168,19,11,29,29,39,41,16,21,43,49,30,45,44,20,31,12,192,162,14,17,14,24,17,95,18,88,56,15,157,34,32,4,49,48
Mullae-dong,921,1425,1036,109,139,1871,243,140,519,459,461,443,688,225,561,721,255,709,505,208,436,255,2552,2083,147,102,134,569,170,1109,273,817,638,280,2361,440,190,87,754,401
Cheongryangri-dong,362,541,454,52,58,752,94,64,320,175,216,179,274,113,243,252,118,254,202,81,191,108,1002,850,91,44,67,226,135,490,106,313,277,111,901,177,130,34,339,198
Sanggye 8-dong,130,187,109,16,9,251,21,18,59,63,44,60,28,39,74,136,33,65,72,46,51,36,305,231,16,52,19,57,32,143,33,117,84,44,251,57,162,5,99,48
Irwon 2-dong,375,460,409,56,43,728,71,34,138,155,155,178,116,99,169,299,81,205,247,114,134,105,881,796,55,38,61,152,109,396,109,332,255,104,805,181,104,41,251,165
Gocheok 2-dong,95,145,121,36,10,177,25,14,43,56,44,58,29,33,47,74,22,70,60,19,47,25,244,229,31,17,12,58,35,134,45,81,57,33,245,44,45,11,91,46
Yeoksam 1-dong,3575,5055,4051,468,602,7267,964,586,2925,1616,1816,1762,2297,962,2731,2734,1016,2503,2153,1020,1680,1285,8536,7602,580,509,579,2774,675,4205,1071,2958,2509,888,8287,1791,907,868,3317,1566
Sindaebang 1-dong,206,260,264,25,38,401,38,23,73,75,96,99,88,55,120,167,56,127,133,69,102,42,525,451,60,41,33,137,60,249,45,170,162,37,529,102,42,18,159,95
Ssangmun 2-dong,179,273,222,32,16,355,50,20,73,86,82,82,51,65,92,157,51,110,100,41,85,72,489,423,74,12,29,69,57,210,54,173,142,42,430,92,47,22,139,101
Yonggang-dong,380,586,463,67,44,790,91,56,244,187,186,159,154,120,230,290,105,283,204,104,182,108,976,894,94,44,62,255,94,476,153,315,254,104,771,184,92,31,315,182
Donam 2-dong,292,352,307,47,19,543,58,27,90,125,135,148,68,60,116,218,78,157,154,67,128,73,574,596,31,25,38,126,49,302,67,213,176,58,480,124,70,20,234,127
Seongnae 1-dong,106,176,155,18,30,235,27,21,96,63,58,72,71,37,90,116,46,80,68,29,51,46,304,288,31,30,23,57,28,165,55,97,83,35,275,39,36,9,125,55
Jegi-dong,255,381,339,34,20,582,56,36,110,155,124,167,94,70,168,226,49,188,208,48,110,65,675,630,64,28,48,108,51,328,87,237,207,83,693,153,106,19,207,121
Hwayang-dong,955,1390,1115,111,129,1838,239,149,775,403,551,447,616,278,615,740,234,625,570,205,405,258,2534,2132,199,164,144,512,187,1146,284,780,650,230,2306,480,258,101,800,445
