Dong,사업_사업체현황종사자규모별_Gu_Gu_Gu,사업_사업체현황종사자규모별_합계_사업체수_사업체수,사업_사업체현황종사자규모별_합계_사업체수_여성대표자,사업_사업체현황종사자규모별_합계_종사자수_계,사업_사업체현황종사자규모별_합계_종사자수_남,사업_사업체현황종사자규모별_합계_종사자수_여,사업_사업체현황종사자규모별_1~4명_사업체수_사업체수,사업_사업체현황종사자규모별_1~4명_종사자수_종사자수,사업_사업체현황종사자규모별_5~9명_사업체수_사업체수,사업_사업체현황종사자규모별_5~9명_종사자수_종사자수,사업_사업체현황종사자규모별_10~19명_사업체수_사업체수,사업_사업체현황종사자규모별_10~19명_종사자수_종사자수,사업_사업체현황종사자규모별_20~49명_사업체수_사업체수,사업_사업체현황종사자규모별_20~49명_종사자수_종사자수,사업_사업체현황종사자규모별_50~99명_사업체수_사업체수,사업_사업체현황종사자규모별_50~99명_종사자수_종사자수,사업_사업체현황종사자규모별_100~299명_사업체수_사업체수,사업_사업체현황종사자규모별_100~299명_종사자수_종사자수,사업_사업체현황종사자규모별_300~499명_사업체수_사업체수,사업_사업체현황종사자규모별_300~499명_종사자수_종사자수,사업_사업체현황종사자규모별_500~999명_사업체수_사업체수,사업_사업체현황종사자규모별_500~999명_종사자수_종사자수,"사업_사업체현황종사자규모별_1,000명 이상_사업체수_사업체수","사업_사업체현황종사자규모별_1,000명 이상_종사자수_종사자수"
Banghak 2(i)-dong,Dobong-gu,1289.0,462.0,2837.0,1359.0,1478.0,1205.0,1830.0,55.0,366.0,19.0,250.0,8,237,2,154,-,-,-,-,-,-,-,-
Banghak 3(sam)-dong,Dobong-gu,888.0,258.0,3161.0,1688.0,1473.0,773.0,1168.0,66.0,430.0,28.0,371.0,12,330,7,493,2,369,-,-,-,-,-,-
Chang 1(il)-dong,Dobong-gu,1078.0,386.0,3390.0,1482.0,1908.0,953.0,1656.0,85.0,512.0,24.0,326.0,9,288,5,399,2,209,-,-,-,-,-,-
Chang 2(i)-dong,Dobong-gu,1331.0,438.0,4447.0,2311.0,2136.0,1157.0,2024.0,115.0,738.0,40.0,497.0,11,292,5,352,3,544,-,-,-,-,-,-
Chang 3(sam)-dong,Dobong-gu,964.0,346.0,1939.0,883.0,1056.0,922.0,1408.0,23.0,154.0,15.0,200.0,2,41,2,136,-,-,-,-,-,-,-,-
Chang 4(sa)-dong,Dobong-gu,1140.0,382.0,6738.0,3738.0,3000.0,893.0,1639.0,144.0,898.0,56.0,742.0,28,839,11,740,6,922,1,442,1,516,-,-
Chang 5(o)-dong,Dobong-gu,2062.0,477.0,6654.0,3623.0,3031.0,1805.0,2735.0,158.0,1005.0,54.0,731.0,33,981,8,568,4,634,-,-,-,-,-,-
Dobong 1(il)-dong,Dobong-gu,1660.0,602.0,5496.0,3313.0,2183.0,1472.0,2451.0,131.0,834.0,31.0,418.0,16,484,5,324,5,985,-,-,-,-,-,-
Dobong 2(i)-dong,Dobong-gu,1394.0,479.0,6126.0,3639.0,2487.0,1214.0,1910.0,107.0,671.0,38.0,468.0,21,630,5,398,7,1277,2,772,-,-,-,-
Wolgye 1(il)-dong,Nowon-gu,1379.0,468.0,5506.0,3499.0,2007.0,1207.0,2014.0,121.0,800.0,32.0,413.0,9,275,4,319,5,791,-,-,1,894,-,-
Wolgye 2(i)-dong,Nowon-gu,1047.0,265.0,3592.0,2033.0,1559.0,938.0,1355.0,62.0,403.0,25.0,321.0,9,255,10,711,3,547,-,-,-,-,-,-
Wolgye 3(sam)-dong,Nowon-gu,950.0,287.0,3746.0,1991.0,1755.0,835.0,1217.0,62.0,371.0,25.0,317.0,20,633,4,259,3,589,1,360,-,-,-,-
Gongneung 2(i)-dong,Nowon-gu,1813.0,601.0,10912.0,5414.0,5498.0,1565.0,2563.0,161.0,1016.0,47.0,621.0,19,507,11,863,6,835,-,-,1,993,3,3514
Hagye 1(il)-dong,Nowon-gu,914.0,308.0,6791.0,3550.0,3241.0,708.0,1340.0,107.0,684.0,55.0,688.0,24,644,9,606,9,1466,1,379,1,984,-,-
Hagye 2(i)-dong,Nowon-gu,380.0,120.0,1064.0,458.0,606.0,353.0,494.0,12.0,68.0,9.0,140.0,3,116,2,141,1,105,-,-,-,-,-,-
Junggyebon-dong,Nowon-gu,1158.0,407.0,5241.0,2598.0,2643.0,942.0,1686.0,132.0,829.0,46.0,600.0,26,751,7,493,5,882,-,-,-,-,-,-
Junggye 1(il)-dong,Nowon-gu,910.0,346.0,4012.0,1791.0,2221.0,717.0,1303.0,123.0,805.0,40.0,538.0,22,571,4,266,4,529,-,-,-,-,-,-
Junggye 4(sa)-dong,Nowon-gu,1002.0,412.0,3711.0,1671.0,2040.0,842.0,1479.0,107.0,669.0,37.0,481.0,7,232,5,375,4,475,-,-,-,-,-,-
Sanggye 1(il)-dong,Nowon-gu,2827.0,652.0,7954.0,4658.0,3296.0,2543.0,3731.0,177.0,1108.0,59.0,783.0,32,873,11,709,5,750,-,-,-,-,-,-
Sanggye 2(i)-dong,Nowon-gu,2176.0,887.0,8370.0,3754.0,4616.0,1778.0,3439.0,279.0,1776.0,74.0,964.0,30,870,11,754,4,567,-,-,-,-,-,-
Sanggye 5(o)-dong,Nowon-gu,1349.0,535.0,3319.0,1582.0,1737.0,1217.0,1967.0,89.0,553.0,34.0,445.0,7,215,2,139,-,-,-,-,-,-,-,-
Sanggye 8(pal)-dong,Nowon-gu,600.0,240.0,1885.0,782.0,1103.0,521.0,860.0,51.0,306.0,19.0,238.0,4,94,5,387,-,-,-,-,-,-,-,-
Sanggye 9(gu)-dong,Nowon-gu,730.0,263.0,2360.0,1066.0,1294.0,639.0,913.0,62.0,374.0,14.0,183.0,7,209,6,396,2,285,-,-,-,-,-,-
Sanggye 10(sip)-dong,Nowon-gu,484.0,153.0,2139.0,1249.0,890.0,415.0,637.0,42.0,264.0,13.0,177.0,8,237,3,175,3,649,-,-,-,-,-,-
Sanggye 3.4(sam.sa)-dong,Nowon-gu,1699.0,596.0,4773.0,2811.0,1962.0,1559.0,2253.0,83.0,538.0,36.0,488.0,14,415,3,238,3,522,1,319,-,-,-,-
Sanggye 6.7(yuk.chil)-dong,Nowon-gu,1939.0,665.0,14042.0,5560.0,8482.0,1473.0,2739.0,241.0,1535.0,104.0,1341.0,81,2669,28,1818,8,1038,2,642,1,865,1,1395
Junggye 2.3(i.sam)-dong,Nowon-gu,1233.0,524.0,4835.0,1962.0,2873.0,1077.0,1806.0,97.0,595.0,27.0,369.0,13,343,11,712,8,1010,-,-,-,-,-,-
Gongneung 1(il)-dong,Nowon-gu,2583.0,844.0,10273.0,5274.0,4999.0,2201.0,3621.0,234.0,1458.0,85.0,1079.0,40,1235,14,957,8,1398,-,-,1,525,-,-
Nokbeon-dong,Eunpyeong-gu,1564.0,557.0,8097.0,4302.0,3795.0,1280.0,2426.0,176.0,1113.0,59.0,765.0,28,785,13,936,7,1058,-,-,-,-,1,1014
Bulgwang 1(il)-dong,Eunpyeong-gu,1672.0,680.0,6914.0,2772.0,4142.0,1444.0,2420.0,118.0,759.0,50.0,660.0,45,1450,10,656,4,659,1,310,-,-,-,-
Galhyeon 1(il)-dong,Eunpyeong-gu,1461.0,572.0,5136.0,2165.0,2971.0,1257.0,2140.0,133.0,836.0,37.0,474.0,25,805,7,502,2,379,-,-,-,-,-,-
Galhyeon 2(i)-dong,Eunpyeong-gu,1561.0,663.0,5495.0,2278.0,3217.0,1354.0,2195.0,133.0,842.0,42.0,534.0,14,389,12,791,6,744,-,-,-,-,-,-
Gusan-dong,Eunpyeong-gu,1181.0,366.0,5389.0,2672.0,2717.0,1050.0,1512.0,62.0,409.0,30.0,397.0,19,625,9,699,11,1747,-,-,-,-,-,-
Daejo-dong,Eunpyeong-gu,2566.0,1181.0,7174.0,3005.0,4169.0,2306.0,4260.0,182.0,1084.0,56.0,711.0,13,366,7,504,2,249,-,-,-,-,-,-
Eungam 1(il)-dong,Eunpyeong-gu,1615.0,638.0,7074.0,3588.0,3486.0,1341.0,2355.0,167.0,1062.0,65.0,846.0,27,770,8,563,6,1070,1,408,-,-,-,-
Eungam 2(i)-dong,Eunpyeong-gu,944.0,296.0,2214.0,1165.0,1049.0,888.0,1317.0,35.0,220.0,12.0,159.0,6,180,2,126,1,212,-,-,-,-,-,-
Sinsa 1(il)-dong,Eunpyeong-gu,1559.0,445.0,3927.0,2347.0,1580.0,1443.0,2032.0,73.0,468.0,31.0,413.0,7,217,1,67,3,425,1,305,-,-,-,-
Sinsa 2(i)-dong,Eunpyeong-gu,1216.0,260.0,2933.0,1800.0,1133.0,1130.0,1437.0,55.0,367.0,19.0,235.0,3,105,6,395,3,394,-,-,-,-,-,-
Jeungsan-dong,Eunpyeong-gu,1108.0,381.0,3825.0,2351.0,1474.0,982.0,1545.0,70.0,454.0,33.0,440.0,13,315,6,404,4,667,-,-,-,-,-,-
Susaek-dong,Eunpyeong-gu,848.0,291.0,3003.0,1902.0,1101.0,749.0,1179.0,60.0,393.0,22.0,275.0,10,268,2,186,5,702,-,-,-,-,-,-
Jingwan-dong,Eunpyeong-gu,1007.0,447.0,5234.0,2679.0,2555.0,823.0,1380.0,127.0,786.0,21.0,267.0,17,545,13,1013,5,930,1,313,-,-,-,-
Bulgwang 2(i)-dong,Eunpyeong-gu,1295.0,564.0,4088.0,1857.0,2231.0,1164.0,1779.0,75.0,483.0,33.0,418.0,12,421,10,699,1,288,-,-,-,-,-,-
Eungam 3(sam)-dong,Eunpyeong-gu,1909.0,749.0,5272.0,2410.0,2862.0,1719.0,2840.0,121.0,753.0,45.0,605.0,19,569,2,128,3,377,-,-,-,-,-,-
Yeokchon-dong,Eunpyeong-gu,2447.0,927.0,7428.0,3434.0,3994.0,2147.0,3593.0,200.0,1253.0,69.0,865.0,23,703,5,347,3,667,-,-,-,-,-,-
Cheonyeon-dong,Seodaemun-gu,809.0,317.0,2475.0,1140.0,1335.0,718.0,1130.0,55.0,335.0,19.0,241.0,13,391,3,244,1,134,-,-,-,-,-,-
Hongje 1(il)-dong,Seodaemun-gu,1132.0,444.0,4016.0,1944.0,2072.0,978.0,1561.0,93.0,575.0,36.0,473.0,19,564,3,212,2,281,1,350,-,-,-,-
Hongje 3(sam)-dong,Seodaemun-gu,1271.0,518.0,3848.0,1807.0,2041.0,1126.0,1647.0,91.0,603.0,35.0,445.0,13,447,2,128,4,578,-,-,-,-,-,-
Hongje 2(i)-dong,Seodaemun-gu,592.0,264.0,1666.0,862.0,804.0,521.0,824.0,50.0,302.0,15.0,178.0,4,104,1,76,1,182,-,-,-,-,-,-
Hongeun 1(il)-dong,Seodaemun-gu,1029.0,353.0,2398.0,1187.0,1211.0,950.0,1363.0,44.0,272.0,23.0,291.0,10,321,2,151,-,-,-,-,-,-,-,-
Hongeun 2(i)-dong,Seodaemun-gu,1148.0,389.0,5636.0,3021.0,2615.0,987.0,1585.0,98.0,640.0,35.0,454.0,10,247,11,693,5,795,1,447,1,775,-,-
Namgajwa 1(il)-dong,Seodaemun-gu,640.0,322.0,1253.0,509.0,744.0,598.0,873.0,28.0,175.0,11.0,133.0,3,72,-,-,-,-,-,-,-,-,-,-
Namgajwa 2(i)-dong,Seodaemun-gu,1554.0,585.0,4268.0,2217.0,2051.0,1410.0,2288.0,106.0,667.0,24.0,323.0,10,312,2,158,1,135,1,385,-,-,-,-
Bukgajwa 1(il)-dong,Seodaemun-gu,504.0,138.0,2025.0,1322.0,703.0,442.0,640.0,35.0,218.0,10.0,143.0,12,351,-,-,5,673,-,-,-,-,-,-
Bukgajwa 2(i)-dong,Seodaemun-gu,2261.0,619.0,6294.0,3777.0,2517.0,2094.0,2962.0,107.0,671.0,41.0,545.0,12,312,2,104,4,660,-,-,-,-,1,1040
Chunghyeon-dong,Seodaemun-gu,1709.0,549.0,21801.0,12687.0,9114.0,1253.0,2308.0,205.0,1330.0,92.0,1256.0,79,2496,40,2928,27,4740,9,3224,3,1912,1,1607
Bugahyeon-dong,Seodaemun-gu,699.0,245.0,1862.0,967.0,895.0,617.0,959.0,63.0,387.0,11.0,138.0,4,104,4,274,-,-,-,-,-,-,-,-
Sinchon-dong,Seodaemun-gu,3725.0,1538.0,30866.0,13401.0,17465.0,2760.0,5616.0,604.0,3863.0,242.0,3117.0,82,2324,25,1782,7,895,1,354,1,536,3,12379
Yeonhui-dong,Seodaemun-gu,2138.0,765.0,10258.0,5787.0,4471.0,1775.0,2869.0,233.0,1471.0,74.0,940.0,31,920,14,933,7,1175,3,1106,1,844,-,-
Yonggang-dong,Mapo-gu,2390.0,689.0,15534.0,9221.0,6313.0,1792.0,3552.0,316.0,1986.0,148.0,1925.0,85,2397,33,2313,14,2205,-,-,2,1156,-,-
Daeheung-dong,Mapo-gu,1628.0,551.0,10395.0,5257.0,5138.0,1274.0,2366.0,195.0,1216.0,85.0,1102.0,52,1568,16,1050,4,880,-,-,1,613,1,1600
Yeomni-dong,Mapo-gu,787.0,284.0,4964.0,2812.0,2152.0,648.0,1055.0,61.0,376.0,44.0,576.0,24,685,5,352,4,503,-,-,-,-,1,1417
Sinsu-dong,Mapo-gu,1382.0,344.0,5800.0,2931.0,2869.0,1202.0,1839.0,101.0,620.0,39.0,518.0,27,797,6,429,6,954,-,-,1,643,-,-
